track_id,frame,x,y
1,0,1045.9453125,499.39111328125
1,1,1041.070068359375,500.9700622558594
1,2,1035.62255859375,502.0291748046875
1,3,1027.6734619140625,501.59442138671875
1,4,1026.09228515625,501.9852600097656
1,5,1026.626708984375,503.13385009765625
1,6,1027.85205078125,503.3203125
1,7,1026.48779296875,502.289306640625
1,8,1024.523193359375,502.4090270996094
1,9,1023.0398559570312,501.09832763671875
1,10,1022.7758178710938,501.7856750488281
1,11,1023.2444458007812,500.1769104003906
1,12,1023.57470703125,499.09161376953125
1,13,1023.1829833984375,496.21728515625
1,14,1025.9656982421875,492.48907470703125
1,15,1027.66064453125,485.1553039550781
2,0,821.4547119140625,784.6766357421875
2,1,821.3052978515625,784.746826171875
2,2,821.1844482421875,786.1506958007812
2,3,821.0092163085938,786.4515991210938
2,4,820.9376220703125,785.8106689453125
2,5,821.0126953125,785.775634765625
2,6,821.0006103515625,785.76806640625
2,7,821.0202026367188,786.5125122070312
2,8,821.01611328125,786.5916748046875
2,9,820.9884033203125,786.69140625
2,10,821.1002197265625,786.6749267578125
2,11,821.247802734375,785.8990478515625
2,12,821.5197143554688,785.3224487304688
2,13,821.642822265625,785.1907958984375
2,14,821.6848754882812,785.1576538085938
2,15,821.6819458007812,785.2860107421875
2,16,821.867919921875,786.0283203125
2,17,821.7179565429688,785.5999145507812
2,18,821.6436157226562,785.2930908203125
2,19,821.6976318359375,785.0184326171875
2,20,821.428955078125,785.561767578125
2,21,821.5010986328125,786.0616455078125
2,22,821.4505615234375,786.24609375
2,23,821.3594360351562,786.30615234375
2,24,820.944580078125,786.4434814453125
2,25,820.9075927734375,786.4241333007812
2,26,820.8819580078125,786.4144287109375
2,27,821.5657958984375,786.6146850585938
2,28,822.2515869140625,786.14306640625
2,29,823.39501953125,785.3111572265625
2,30,824.023193359375,784.9758911132812
2,31,824.1778564453125,784.8508911132812
2,32,823.9689331054688,784.8563842773438
2,33,822.91845703125,784.7619018554688
2,34,822.6563720703125,784.9898681640625
2,35,822.5567626953125,785.1279296875
2,36,822.689208984375,785.1971435546875
2,37,822.953125,785.2927856445312
2,38,823.0967407226562,785.3028564453125
2,39,823.22509765625,785.3865966796875
2,40,824.055419921875,785.3560180664062
2,41,823.5897216796875,785.6289672851562
2,42,823.2500610351562,785.7547607421875
2,43,823.2669677734375,785.8671875
2,44,823.0374145507812,785.9638671875
2,45,823.3958740234375,785.8528442382812
2,46,823.52392578125,786.2005615234375
2,47,823.5479736328125,785.32470703125
2,48,823.4696044921875,784.1366577148438
2,49,823.5343627929688,784.318359375
2,50,823.5387573242188,784.2481079101562
2,51,823.3359375,784.1310424804688
2,52,823.1375122070312,784.14892578125
2,53,823.1039428710938,784.2484741210938
2,54,823.0318603515625,784.2127075195312
